"id","code","latitude","longitude"
"614"," W1T 3NG","51.517459","-0.137228"
"615"," W1T 3NE","51.517959","-0.137539"
"616"," W1T 4JY","51.520205","-0.137995"
"617"," WC1N 1AF","51.524846","-0.123938"
"618"," W1B 1QE","51.520028","-0.145585"
"619"," WC1H 9QR","51.526375","-0.1234"
"620"," SE1 3RU","51.501146","-0.087479"
"621"," W1H 1JR","51.519404","-0.162445"
"622"," W2 2QZ","51.515748","-0.165"
"623"," W1H 5FE","51.518116","-0.163477"
"624"," EC2A 3ER","51.523822","-0.080114"
"625"," E1 7RA","51.515744","-0.071172"
"626"," W9 1UB","51.528035","-0.181416"
"627"," W2 5HL","51.516147","-0.188966"
"628"," W8 5EH","51.501687","-0.189554"
"629"," W8 6PL","51.494884","-0.202688"
"630"," N6 5UA","51.577646","-0.146935"
"631"," E14 9YQ","51.500282","-0.010129"
"632"," W1K 1ND","51.504701","-0.1487"
"633"," W14 0AX","51.502441","-0.216425"
"634"," W2 2PG","51.515966","-0.167455"
"635"," W1J 7HQ","51.504701","-0.1487"
"636"," SW1A 1RL","51.506238","-0.141317"
"637"," SW3 4QX","51.490328","-0.161123"
"638"," SE1 7EL","51.49982","-0.115515"
"639"," SE1 7UT ","51.500961","-0.116591"
"640"," W2 1JU","51.519539","-0.170526"
"641"," SW1A 2TS ","51.507309","-0.129457"
"642"," W1K 1BE","51.505596","-0.150176"
"643"," WC2B 4DD","51.512642","-0.119381"
"644"," W1J 7BN","51.506516","-0.145816"
"645"," W2 4RT","51.510302","-0.19074"
"646"," W2 4RJ","51.510489","-0.187706"
"647"," W2 1EE","51.516006","-0.175827"
"648"," N1 0UY","51.536202","-0.104842"
"649"," W14 8NL","51.496473","-0.207812"
"650"," W11 4UL","51.505108","-0.213266"
"651"," E14 9SH","51.500732","-0.01655"
"652"," HA9 0BU","51.558066","-0.285081"
"653"," SE16 5HW","51.50481","-0.033362"
"654"," TW8 8JF","51.478277","-0.313608"
"655"," CR9 4HH","51.357782","-0.115604"
"656"," TW6 3AF","51.458646","-0.44155"
"657"," WD25 8HA","51.665334","-0.360607"
"658"," W8 5NP","51.502045","-0.188286"
"659"," W8 6SA","51.499071","-0.197769"
"660"," NW3 3HP","51.544551","-0.172552"
"661"," W6 0QW","51.492735","-0.229913"
"662"," W4 2LS","51.492551","-0.251153"
"663"," NW2 2NL","51.563658","-0.204465"
"664"," W2 1UB","51.515755","-0.172379"
"665"," N4 2PG","51.567459","-0.099776"
"666"," W13 0SY","51.510414","-0.325435"
"667"," W14 9NS","51.485899","-0.202552"
"668"," E16 1EA","51.51273","0.010835"
"669"," SE1 0JQ","51.506079","-0.102172"
"670"," EC1V 9LN","51.526768","-0.083191"
"671"," E1W 3HN","51.51079","-0.043538"
"672"," SW18 1EG","51.46078","-0.191821"
"673"," W6 0QU","51.492824","-0.232819"
"674"," SE10 0GD","51.492331","0.009966"
"675"," E15 2NE","51.53604","-0.005008"
"676"," W3 6UP","51.523432","-0.25973"
"677"," SW19 2BH","51.417525","-0.179607"
"678"," NW3 5HS","51.548152","-0.180311"
"679"," W1J 8NE","51.509161","-0.144181"
"680"," WC1N 1HT","51.523901","-0.125001"
"681"," SW7 4DN","51.494218","-0.185125"
"682"," E1 2BP","51.515768","-0.057363"
"683"," E20 1GL","51.543431","-0.009725"
"684"," WC1X 9HX","51.526382","-0.11374"
"685"," HA9 8DS","51.555732","-0.285314"
"686"," NW2 1LP","51.573001","-0.222713"
"687"," W1H 5DN","51.516454","-0.163559"
"688"," NW3 3ST","51.542195","-0.170194"
"689"," E14 4ED","51.507108","-0.021317"
"690"," W1T 3NP","51.517121","-0.136334"
"691"," W1K 6JP","51.512394","-0.151285"
"692"," SE1 7PB","51.50282","-0.119252"
"693"," SW5 0TH","51.494416","-0.189799"
"694"," NW6 5RP","51.535714","-0.190108"
"695"," TW2 7BA","51.455141","-0.340139"
"696"," EC3R 8EE","51.509924","-0.08371"
"697"," SE1 9EF","51.506999","-0.09294"
"698"," N1 9AA","51.531133","-0.122324"
"699"," SW5 0TJ","51.493479","-0.190859"
"700"," SE1 3LP","51.499481","-0.079149"
"701"," NW3 4RB ","51.551536","-0.167209"
"702"," SW6 3JD","51.468576","-0.210605"
"703"," W6 9LU","51.49309","-0.238528"
"704"," SE10 8JL","51.475189","-0.020553"
"705"," HA9 8HQ ","51.562176","-0.281435"
"706"," E16 1SL","51.507282","0.032125"
"707"," W5 2SJ","51.519534","-0.302384"
"708"," E6 5NT ","51.514991","0.06089"
"709"," W5 3RA ","51.529166","-0.291329"
"710"," SW19 2RF","51.413956","-0.180267"
"711"," IG11 7BA","51.534381","0.071499"
"712"," SE1 7NJ","51.503286","-0.115213"
"713"," SE1 0NZ","51.505292","-0.100202"
"714"," WC1H 9PJ","51.527733","-0.129053"
"715"," E16 1AB","51.507713","0.022806"
"716"," E1 6BF","51.515474","-0.072279"
"717"," NW1 2LW","51.527704","-0.135686"
"718"," SW6 1UD","51.48553","-0.201976"
"719"," E14 9PE","51.506992","-0.007056"
"720"," SE10 9JN","51.479664","-0.008161"
"721"," E15 4LJ ","51.542422","0.005178"
"722"," HA9 6BA","51.553055","-0.28615"
"723"," W1D 6BZ","51.51023","-0.131643"
"724"," W1H 7EH","51.514044","-0.157257"
"725"," WC1A 2SD","51.517959","-0.124553"
"726"," SW1A 2EJ","51.505489","-0.124186"
"727"," WC1B 5AD","51.520892","-0.122962"
"728"," EC1V 8DS","51.527492","-0.096741"
"729"," E1W 1LD","51.506599","-0.073374"
"730"," W2 3HL ","51.510839","-0.184147"
"731"," W2 3NR","51.511302","-0.18093"
"732"," UB7 0EQ ","51.480473","-0.483664"
"733"," SE1 7UT","51.500961","-0.116591"
"734"," W1B 4DY","51.509745","-0.135641"
"735"," SW1X 9NU","51.499701","-0.160126"
"736"," W1J 7QY","51.504082","-0.150555"
"737"," WC1B 3GH","51.517424","-0.13047"
"738"," W1H 7TW","51.515344","-0.159308"
"739"," SW1X 7RN ","51.501758","-0.158847"
"740"," W1H 7JW","51.514618","-0.157781"
"741"," SW1V 1EQ","51.494155","-0.141506"
"742"," SW1X 8HQ","51.49725","-0.156378"
"743"," W1J 7JH","51.50622","-0.14809"
"744"," W1G 8DN","51.517801","-0.149754"
"745"," SW1H 9JS","51.499822","-0.132807"
"746"," WC2R 1HA","51.511936","-0.118545"
"747"," SW1X 9PY","51.498569","-0.159091"
"748"," W1H 7BG","51.516221","-0.157933"
"749"," W1H 5BJ","51.517869","-0.153484"
"750"," SW3 3DW","51.49236","-0.167437"
"751"," SW1A 2BD","51.50628","-0.125306"
"752"," SW1V 3LX","51.486991","-0.136569"
"753"," SW1X 7LY","51.502309","-0.15443"
"754"," W1J 7DR","51.503989","-0.149766"
"755"," W2 3UY","51.515509","-0.178514"
"756"," NW1 6JQ","51.521368","-0.163837"
"757"," WC2R 0EU","51.509745","-0.12021"
"758"," SW7 4LH","51.493381","-0.183314"
"759"," W2 1TP ","51.51488","-0.173927"
"760"," W1U 6LJ","51.521047","-0.156556"
"761"," WC1V 7EN","51.517528","-0.117911"
"762"," SW1Y 6JF","51.507875","-0.137893"
"763"," W1J 7RJ","51.505638","-0.147725"
"764"," W8 5SR","51.498445","-0.198586"
"765"," SW1A 1NJ","51.505909","-0.140379"
"766"," W2 2RX","51.515156","-0.172042"
"767"," NW8 7JT","51.529399","-0.168516"
"768"," EC1A 9HY","51.51779","-0.101772"
"769"," SE1 3LF","51.50031","-0.079201"
"770"," W2 1TP","51.51488","-0.173927"
"771"," EC2M 7QN","51.517348","-0.081222"
"772"," E1 1EN","51.515656","-0.065814"
"773"," W1J 5JQ","51.507293","-0.148321"
"774"," SW7 4QH","51.493919","-0.182673"
"775"," SW7 5BB","51.501469","-0.184722"
"776"," SE1 3TQ","51.49844","-0.08144"
"777"," W8 5SP","51.499982","-0.192647"
"778"," SW10 0XG","51.475699","-0.182001"
"779"," SW5 9NJ","51.49136","-0.19512"
"780"," W2 2RU","51.515594","-0.171275"
"781"," SW5 9NF","51.491927","-0.195141"
"782"," SW5 9NP","51.492615","-0.196036"
"783"," SW5 9PD","51.491495","-0.196311"
"784"," W2 3UL","51.51407","-0.176236"
"785"," NW3 3NA","51.544229","-0.162239"
"786"," SW6 1UG","51.486422","-0.197951"
"787"," E2 8PP","51.53182","-0.062808"
"788"," W6 8DR","51.491885","-0.220683"
"789"," SE10 8FR","51.502525","0.003664"
"790"," E14 8RS","51.506699","-0.028021"
"791"," E16 1AA","51.507713","0.022806"
"792"," E12 6PH","51.544049","0.049958"
"793"," W5 1DP ","51.533646","-0.295775"
"794"," HA9 0NH","51.559904","-0.28344"
"795"," WC2N 5EA","51.50727","-0.12479"
"796"," SE1 4NH","51.500574","-0.091019"
"797"," WC2N 5BY","51.507189","-0.126998"
"798"," W1J 5EB","51.507675","-0.146864"
"799"," SW8 2LE","51.485534","-0.125869"
"800"," SE1 7LS","51.494519","-0.118643"
"801"," W1K 1QA","51.507294","-0.152341"
"802"," W2 2RY","51.514859","-0.172559"
"803"," EC4M 7DR ","51.514017","-0.101468"
